"","Row Labels","Count of PARK_NAME","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","BURGLARY","MANSLAUGHTER, NEGLIGENT","RAPE, ATTEMPTED","RAPE, FORCIBLE","ROBBERY","THEFT FROM MOTOR VEHICLE - ATTEMPT","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","THEFT FROM PERSON - ATTEMPT","THEFT, PERSON","Grand Total","Total population","Median Income","Pools","Gym","Restroom"
"898",6037602802,1,5,3,0,0,1,12,0,0,4,0,1,26,3765,"51967",1,0,2
"899",6037602900,1,0,0,0,0,0,0,0,0,0,0,0,0,4236,"35182",0,1,2
"900",6037603001,1,5,4,0,0,2,0,0,1,4,0,0,16,7416,"45000",0,0,0
"901",6037603006,1,0,0,0,0,0,0,0,0,0,0,0,0,1935,"43529",0,0,0
"902",6037603101,1,4,18,0,0,1,5,0,1,8,0,0,37,3997,"46406",0,0,0
"903",6037603200,2,2,16,0,0,0,0,0,5,6,0,0,29,3320,"62031",0,0,1
"904",6037603301,1,0,0,0,0,0,0,0,0,0,0,0,0,3631,"36094",0,0,2
"905",6037603302,1,0,3,0,0,0,0,0,2,0,0,0,5,4106,"43938",0,0,0
"906",6037603400,2,0,0,0,0,0,0,0,0,0,0,0,0,4423,"53503",1,0,0
"907",6037603600,3,0,0,0,0,0,0,0,0,0,0,0,0,4294,"91563",0,1,1
"908",6037603704,1,0,0,0,0,0,0,0,0,0,0,0,0,6650,"45498",0,0,2
"909",6037603801,1,0,0,0,0,0,0,0,0,0,0,0,0,4763,"48427",0,0,1
"910",6037603900,3,0,0,0,0,0,0,0,0,0,0,0,0,7734,"46865",1,1,3
"911",6037604100,3,0,0,0,0,0,0,0,0,0,0,0,0,7169,"65202",0,1,2
"912",6037609900,7,37,51,0,0,2,14,2,6,33,0,4,149,1977,"57885",1,1,3
"913",6037620001,1,0,0,0,0,0,0,0,0,0,0,0,0,3919,"108472",0,0,0
"914",6037620002,9,0,0,0,0,0,0,0,0,0,0,0,0,3510,"72019",1,0,1
"915",6037620101,2,0,0,0,0,0,0,0,0,0,0,0,0,5625,"104359",0,0,0
"916",6037620102,8,0,0,0,0,0,0,0,1,0,0,0,1,3847,"82606",1,0,4
"917",6037620201,1,0,0,0,0,0,0,0,0,0,0,0,0,1422,"116761",0,0,0
"918",6037620305,4,0,0,0,0,0,0,0,0,0,0,0,0,5742,"121395",0,0,1
"919",6037620400,6,0,0,0,0,0,0,0,0,0,0,0,0,5213,"131558",0,1,3
"920",6037620522,2,0,0,0,0,0,0,0,0,0,0,0,0,4841,"84118",0,0,1
"921",6037620601,1,0,0,0,0,0,0,0,0,0,0,0,0,5310,"102100",0,0,1
"922",6037620602,1,0,0,0,0,0,0,0,0,0,0,0,0,5518,"118672",0,0,0
"923",6037620701,1,0,0,0,0,0,0,0,0,0,0,0,0,6549,"99231",0,0,0
"924",6037620702,2,0,0,0,0,0,0,0,0,0,0,0,0,7004,"132587",0,0,1
"925",6037620800,6,0,0,0,0,0,0,0,0,0,0,0,0,8190,"150057",2,1,2
"926",6037620901,2,0,0,0,0,0,0,0,0,0,0,0,0,2840,"177132",0,0,0
"927",6037620904,4,0,0,0,0,0,0,0,0,0,0,0,0,2852,"190909",0,0,3
"928",6037621001,4,0,0,0,0,0,0,0,0,0,0,0,0,4540,"120625",1,0,0
"929",6037621004,3,0,0,0,0,0,0,0,0,0,0,0,0,4303,"105000",0,0,1
"930",6037621102,11,0,0,0,0,0,0,0,0,0,0,0,0,2997,"154022",0,0,0
"931",6037621104,10,0,0,0,0,0,0,0,0,0,0,0,0,6881,"126743",0,0,1
"932",6037621201,6,0,0,0,0,0,0,0,0,0,0,0,0,6292,"111017",0,0,0
"933",6037621204,3,0,0,0,0,0,0,0,0,0,0,0,0,3161,"84938",0,0,1
"934",6037621301,1,0,0,0,0,0,0,0,0,0,0,0,0,7437,"101140",0,0,0
"935",6037621324,4,0,0,0,0,0,0,0,0,0,0,0,0,3977,"112733",0,0,1
"936",6037621326,1,0,0,0,0,0,0,0,0,0,0,0,0,2990,"92500",0,0,0
"937",6037621400,1,0,0,0,0,0,0,0,0,0,0,0,0,4368,"88266",0,0,1
"938",6037650003,1,0,0,0,0,0,0,0,0,0,0,0,0,3185,"47574",0,0,0
"939",6037650004,2,0,0,0,0,0,0,0,0,0,0,0,0,3962,"60093",1,1,7
"940",6037650101,3,0,4,0,0,0,3,0,0,0,0,0,7,5912,"93214",0,0,1
"941",6037650200,1,0,0,0,0,0,0,0,0,0,0,0,0,6356,"94879",0,0,1
"942",6037650300,4,0,0,0,0,0,0,0,0,0,0,0,0,6890,"59590",0,0,3
"943",6037650401,1,0,0,0,0,0,0,0,0,0,0,0,0,4607,"110994",0,0,0
"944",6037650501,1,0,0,0,0,0,0,0,0,0,0,0,0,3106,"101714",0,0,1
"945",6037650502,6,0,0,0,0,0,0,0,0,0,0,0,0,4280,"100515",0,0,2
"946",6037650603,10,0,0,0,0,0,0,0,0,0,0,0,0,3740,"83854",0,0,3
"947",6037650605,6,0,0,0,0,0,0,0,0,0,0,0,0,2755,"64661",0,0,2
"948",6037650701,1,0,0,0,0,0,0,0,0,0,0,0,0,2394,"102708",1,0,0
"949",6037650702,2,0,0,0,0,0,0,0,0,0,0,0,0,4732,"113214",0,0,1
"950",6037650800,3,0,0,0,0,0,0,0,0,0,0,0,0,6729,"75495",0,0,1
"951",6037650902,7,0,0,0,0,0,0,0,0,0,0,0,0,6350,"83457",0,1,2
"952",6037651002,1,0,0,0,0,0,0,0,0,0,0,0,0,5014,"83525",0,0,1
"953",6037651102,4,0,0,0,0,0,0,0,0,0,0,0,0,3964,"61531",0,0,0
"954",6037651201,6,0,0,0,0,0,0,0,0,0,0,0,0,4785,"127409",0,0,0
"955",6037651221,2,0,0,0,0,0,0,0,0,0,0,0,0,3373,"55500",0,0,0
"956",6037651222,8,0,0,0,0,0,0,0,0,0,0,0,0,6081,"82898",0,0,1
"957",6037651302,8,0,0,0,0,0,0,0,0,0,0,0,0,6288,"105000",0,0,0
"958",6037651304,5,0,0,0,0,0,0,0,0,0,0,0,0,4850,"86250",0,0,1
"959",6037651402,3,0,0,0,0,0,0,0,0,0,0,0,0,6295,"81429",0,0,2
"960",6037670001,2,1,2,0,0,0,0,0,1,0,0,0,4,3314,"63077",0,0,1
"961",6037670003,3,0,0,0,0,0,0,0,0,0,0,0,0,5535,"63125",0,1,0
"962",6037670100,3,3,4,0,0,0,4,0,0,3,0,0,14,6893,"61696",0,0,1
"963",6037670201,8,0,0,0,0,0,0,0,0,0,0,0,0,3810,"137333",0,0,2
"964",6037670202,8,0,0,0,0,0,0,0,0,0,0,0,0,2728,"161250",0,0,3
"965",6037670324,4,0,0,0,0,0,0,0,0,0,0,0,0,5142,"210734",0,0,1
"966",6037670326,4,0,0,0,0,0,0,0,0,0,0,0,0,3476,"158177",0,0,0
"967",6037670328,2,0,0,0,0,0,0,0,0,0,0,0,0,4964,"187159",0,0,0
"968",6037670403,2,0,0,0,0,0,0,0,0,0,0,0,0,2685,"138750",0,0,0
"969",6037670405,3,0,0,0,0,0,0,0,0,0,0,0,0,3012,"101597",0,0,0
"970",6037670406,1,0,0,0,0,0,0,0,0,0,0,0,0,1950,"111625",0,0,0
"971",6037670407,2,0,0,0,0,0,0,0,0,0,0,0,0,6201,"89621",0,0,1
"972",6037670411,1,0,0,0,0,0,0,0,0,0,0,0,0,4478,"118542",0,0,0
"973",6037670413,3,0,0,0,0,0,0,0,0,0,0,0,0,4886,"127961",0,0,1
"974",6037670416,4,0,0,0,0,0,0,0,0,0,0,0,0,4114,"99432",0,0,0
"975",6037670500,2,0,0,0,0,0,0,0,0,0,0,0,0,1760,"220764",0,0,0
"976",6037670602,5,0,0,0,0,0,0,0,0,0,0,0,0,7049,"141432",0,0,0
"977",6037670701,2,0,17,0,1,0,3,0,3,15,0,0,39,7327,"101964",0,0,1
"978",6037670702,2,0,0,0,0,0,0,0,0,0,0,0,0,5367,"163708",0,0,0
"979",6037700102,4,39,62,0,0,2,42,1,18,46,0,3,213,3687,"33889",0,1,2
"980",6037700300,2,6,32,0,0,3,8,0,12,10,0,2,73,6309,"80833",0,0,0
"981",6037700502,4,8,35,0,1,1,10,0,11,5,0,0,71,4395,"52377",1,1,3
"982",6037700600,3,0,1,0,0,1,0,0,4,1,0,0,7,4722,"175906",0,0,1
"983",6037700700,5,0,1,0,0,0,0,0,0,0,0,0,1,3439,"250000",1,0,4
"984",6037700801,2,0,0,0,0,0,0,0,0,0,0,0,0,5863,"83941",0,0,0
"985",6037700901,5,13,61,0,0,2,17,0,13,29,0,3,138,3892,"74524",0,0,2
"986",6037700902,2,6,33,0,0,4,5,0,5,10,0,0,63,7177,"79388",0,0,0
"987",6037701000,6,1,11,0,0,0,0,0,1,5,1,0,19,5645,"113750",0,0,1
"988",6037701100,1,12,40,0,0,2,8,1,22,37,0,3,125,1015,"44531",1,2,2
"989",6037701304,1,3,10,0,0,0,1,0,5,2,0,0,21,6258,"117869",1,1,0
"990",6037701402,2,0,0,0,0,0,0,0,0,0,0,0,0,5961,"67289",0,0,3
"991",6037701502,1,0,0,0,0,0,0,0,0,0,0,0,0,4002,"79000",0,0,1
"992",6037701602,1,1,4,0,0,0,2,0,2,2,0,0,11,4288,"94386",0,0,0
"993",6037701701,2,5,3,0,0,0,2,0,2,9,0,1,22,3370,"70826",0,0,1
"994",6037701702,1,0,0,0,0,0,0,0,0,0,0,0,0,3312,"56823",0,0,0
"995",6037701801,2,2,7,0,0,0,1,0,2,3,0,0,15,6244,"55408",0,0,0
"996",6037701802,1,0,0,0,0,0,0,0,0,0,0,0,0,4588,"61250",0,0,0
"997",6037701902,1,0,0,0,0,0,0,0,0,0,0,0,0,4517,"60227",0,0,0
"998",6037702002,4,0,0,0,0,0,0,0,0,0,0,0,0,6374,"75764",0,0,1
"999",6037702102,8,50,38,0,1,4,21,1,11,23,0,7,156,5981,"95080",0,0,2
"1000",6037702201,4,0,0,0,0,0,0,0,0,0,0,0,0,4809,"79357",0,1,1
"1001",6037702202,5,16,36,0,0,2,13,0,6,11,0,3,87,3951,"90292",0,0,2
"1002",6037702300,4,0,8,0,0,0,1,0,2,2,0,0,13,6974,"85904",0,0,4
"1003",6037702400,3,17,27,0,1,3,14,0,3,21,0,6,92,4538,"90515",0,0,2
"1004",6037702502,5,1,1,0,0,0,0,0,0,0,0,0,2,4296,"83929",0,0,5
"1005",6037702600,2,1,3,0,0,0,0,0,0,2,0,0,6,5637,"86411",0,0,0
"1006",6037702700,4,0,4,0,1,0,1,0,0,1,0,0,7,3869,"120511",0,0,4
"1007",6037702801,1,5,12,0,0,1,7,0,3,14,0,1,43,5242,"63869",1,0,1
"1008",6037702802,3,13,28,0,0,3,10,1,6,24,0,1,86,2523,"78047",0,0,1
"1009",6037702803,2,20,86,0,0,4,16,1,21,45,0,5,198,3191,"67167",0,0,2
"1010",6037702901,5,6,28,0,0,0,8,1,11,17,0,2,73,9782,"100442",0,0,1
"1011",6037703002,1,0,3,0,0,1,1,0,1,0,0,0,6,7495,"89674",0,0,0
"1012",6037703100,3,7,26,0,0,0,11,0,4,4,0,0,52,5605,"73042",0,0,5
"1013",6037703200,2,59,30,0,0,4,74,0,4,16,0,16,203,6035,"99223",0,0,0
"1014",6037800101,6,0,0,0,0,0,0,0,0,0,0,0,0,5509,"131667",0,0,1
"1015",6037800102,6,0,0,0,0,0,0,0,0,0,0,0,0,6579,"114353",0,0,0
"1016",6037800202,1,0,0,0,0,0,0,0,0,0,0,0,0,5934,"137009",0,0,0
"1017",6037800203,4,0,0,0,0,0,0,0,0,0,0,0,0,5749,"123929",0,0,0
"1018",6037800204,2,0,0,0,0,0,0,0,0,0,0,0,0,4703,"121354",0,0,0
"1019",6037800324,3,0,0,0,0,0,0,0,0,0,0,0,0,6666,"140417",0,0,1
"1020",6037800325,2,0,0,0,0,0,0,0,0,0,0,0,0,3525,"107988",0,0,1
"1021",6037800326,1,0,0,0,0,0,0,0,0,0,0,0,0,5057,"127237",0,0,0
"1022",6037800327,3,0,0,0,0,0,0,0,0,0,0,0,0,5587,"74361",0,0,1
"1023",6037800328,2,0,0,0,0,0,0,0,0,0,0,0,0,2924,"86667",0,0,0
"1024",6037800329,4,0,0,0,0,0,0,0,0,0,0,0,0,6555,"83852",0,0,0
"1025",6037800331,3,0,0,0,0,0,0,0,0,0,0,0,0,805,"132750",0,0,1
"1026",6037800332,6,0,0,0,0,0,0,0,0,0,0,0,0,6605,"148698",0,0,2
"1027",6037800406,2,0,0,0,0,0,0,0,0,0,0,0,0,2816,"120972",0,0,0
"1028",6037800410,3,0,0,0,0,0,0,0,0,0,0,0,0,4100,"111875",0,0,0
"1029",6037800504,2,0,0,0,0,0,0,0,0,0,0,0,0,2420,"114722",0,0,0
"1030",6037800506,1,0,0,0,0,0,0,0,0,0,0,0,0,3243,"156071",0,0,0
"1031",6037900508,1,0,0,0,0,0,0,0,0,0,0,0,0,3612,"55917",0,0,1
"1032",6037900605,1,0,0,0,0,0,0,0,0,0,0,0,0,7870,"40774",0,0,1
"1033",6037900607,3,0,0,0,0,0,0,0,0,0,0,0,0,4003,"29900",1,0,3
"1034",6037900804,2,0,0,0,0,0,0,0,0,0,0,0,0,3347,"38152",0,0,2
"1035",6037900806,2,0,0,0,0,0,0,0,0,0,0,0,0,4891,"21765",1,0,5
"1036",6037901007,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,"85208",0,0,1
"1037",6037901010,2,0,0,0,0,0,0,0,0,0,0,0,0,5895,"46705",0,0,2
"1038",6037910002,2,0,0,0,0,0,0,0,0,0,0,0,0,7351,"41000",0,0,0
"1039",6037910207,3,0,0,0,0,0,0,0,0,0,0,0,0,6002,"83472",1,1,4
"1040",6037910210,2,0,0,0,0,0,0,0,0,0,0,0,0,7148,"81921",0,0,0
"1041",6037910302,2,0,0,0,0,0,0,0,0,0,0,0,0,5890,"91827",0,0,0
"1042",6037910402,1,0,0,0,0,0,0,0,0,0,0,0,0,3714,"25085",0,0,1
"1043",6037910404,1,0,0,0,0,0,0,0,0,0,0,0,0,4121,"45960",0,0,0
"1044",6037910501,4,0,0,0,0,0,0,0,0,0,0,0,0,5461,"16434",0,1,0
"1045",6037910502,1,0,0,0,0,0,0,0,0,0,0,0,0,3980,"36154",0,0,1
"1046",6037910504,2,0,0,0,0,0,0,0,0,0,0,0,0,4799,"39779",1,0,1
"1047",6037910603,2,0,0,0,0,0,0,0,0,0,0,0,0,6779,"38750",1,0,1
"1048",6037910705,1,0,0,0,0,0,0,0,0,0,0,0,0,12622,"68973",0,0,0
"1049",6037910706,1,0,0,0,0,0,0,0,0,0,0,0,0,6296,"51205",0,0,0
"1050",6037910707,1,0,0,0,0,0,0,0,0,0,0,0,0,4787,"40379",0,0,0
"1051",6037910714,2,0,0,0,0,0,0,0,0,0,0,0,0,3995,"52050",0,0,2
"1052",6037910715,2,0,0,0,0,0,0,0,0,0,0,0,0,6430,"48328",1,1,0
"1053",6037910716,1,0,0,0,0,0,0,0,0,0,0,0,0,5865,"59647",0,0,1
"1054",6037920013,2,0,0,0,0,0,0,0,0,0,0,0,0,5079,"95972",0,0,4
"1055",6037920015,1,0,0,0,0,0,0,0,0,0,0,0,0,6007,"127813",0,0,1
"1056",6037920018,1,0,0,0,0,0,0,0,0,0,0,0,0,2363,"92750",0,0,1
"1057",6037920020,1,0,0,0,0,0,0,0,0,0,0,0,0,7377,"86435",0,0,0
"1058",6037920023,1,0,0,0,0,0,0,0,0,0,0,0,0,2880,"56688",0,0,1
"1059",6037920028,1,0,0,0,0,0,0,0,0,0,0,0,0,6589,"110680",0,0,1
"1060",6037920030,1,0,0,0,0,0,0,0,0,0,0,0,0,5969,"76893",3,1,0
"1061",6037920036,2,0,0,0,0,0,0,0,0,0,0,0,0,3328,"78750",1,0,1
"1062",6037920041,3,0,0,0,0,0,0,0,0,0,0,0,0,2909,"75069",0,0,1
"1063",6037920043,1,0,0,0,0,0,0,0,0,0,0,0,0,6529,"131481",0,0,0
"1064",6037920044,2,0,0,0,0,0,0,0,0,0,0,0,0,2870,"105734",0,0,0
"1065",6037920106,2,0,0,0,0,0,0,0,0,0,0,0,0,3291,"73182",1,0,2
"1066",6037920109,1,0,0,0,0,0,0,0,0,0,0,0,0,5694,"107635",0,0,1
"1067",6037920110,1,0,0,0,0,0,0,0,0,0,0,0,0,3367,"136797",0,0,0
"1068",6037920111,2,0,0,0,0,0,0,0,0,0,0,0,0,3059,"98170",1,0,2
"1069",6037920114,1,0,0,0,0,0,0,0,0,0,0,0,0,6742,"95496",0,0,0
"1070",6037920115,2,0,0,0,0,0,0,0,0,0,0,0,0,4044,"105556",0,0,2
"1071",6037920118,1,0,0,0,0,0,0,0,0,0,0,0,0,6226,"114625",0,0,1
"1072",6037920303,1,0,0,0,0,0,0,0,0,0,0,0,0,1542,"109000",0,0,0
"1073",6037920312,2,0,0,0,0,0,0,0,0,0,0,0,0,5654,"75216",1,0,3
"1074",6037920314,2,0,0,0,0,0,0,0,0,0,0,0,0,2983,"108456",0,0,1
"1075",6037920322,1,0,0,0,0,0,0,0,0,0,0,0,0,2905,"86000",0,0,1
"1076",6037920330,1,0,0,0,0,0,0,0,0,0,0,0,0,5823,"94059",0,0,0
"1077",6037920331,3,0,0,0,0,0,0,0,0,0,0,0,0,4203,"97375",1,0,1
"1078",6037920332,2,0,0,0,0,0,0,0,0,0,0,0,0,2474,"90962",0,0,0
"1079",6037920336,2,0,0,0,0,0,0,0,0,0,0,0,0,6477,"47804",1,0,2
"1080",6037920337,1,0,0,0,0,0,0,0,0,0,0,0,0,7947,"47794",0,0,1
"1081",6037920338,1,0,0,0,0,0,0,0,0,0,0,0,0,6167,"148929",0,0,1
"1082",6037980005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0,0,1
"1083",6037980006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0,0,9
"1084",6037980007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0,0,0
"1085",6037980009,1,2,1,0,0,1,1,0,6,10,0,0,21,5,"-",3,1,21
"1086",6037980010,3,13,7,0,0,1,10,0,4,13,0,1,49,150,"-",0,0,8
"1087",6037980013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0,0,1
"1088",6037980014,1,15,15,0,0,1,3,0,3,12,0,1,50,0,"-",0,0,0
"1089",6037980015,1,4,6,0,0,0,5,0,0,4,0,0,19,329,"45962",0,0,0
"1090",6037980020,2,0,0,0,0,0,0,0,1,0,0,0,1,0,"-",0,0,0
"1091",6037980021,1,8,14,0,0,2,2,0,1,5,0,1,33,0,"-",1,0,2
"1092",6037980022,1,3,7,0,0,2,2,0,9,11,0,0,34,0,"-",0,0,0
"1093",6037980023,3,1,0,0,0,0,0,1,1,3,0,0,6,9,"-",0,0,0
"1094",6037980024,6,6,22,0,1,1,5,1,5,12,0,0,53,237,"119063",0,0,5
"1095",6037980025,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",2,0,1
"1096",6037980026,1,0,1,0,0,0,0,0,1,0,0,0,2,41,"-",0,0,0
